month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall,avg_cum_in_rainfall,avg_cum_acre_ft
1,1,2025,0,1258791243,0,0,0
1,2,2025,0,1258791243,0,0,0
1,3,2025,0,1258791243,0,0,0
1,4,2025,0,1258791243,0,0,0
1,5,2025,0,1258791243,0,0,0
1,6,2025,0,1258791243,0,0,0
1,7,2025,0,1258791243,0,0,0
1,8,2025,0,1258791243,0,0,0
1,9,2025,0,1258791243,0,0,0
1,10,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,11,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,12,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,13,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,14,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,15,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,16,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,17,2025,24389675.5384,1258791243,19.375472838747736,0.7628123656614985,19773.03190269799
1,18,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,19,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,20,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,21,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,22,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,23,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,24,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,25,2025,24664430.8829,1258791243,19.593742028359504,0.7714056236565137,19995.779687254682
1,26,2025,25433783.9864,1258791243,20.20492605730655,0.795467938876159,20619.504403723102
1,27,2025,25598759.9965,1258791243,20.33598512767855,0.8006277344767047,20753.252632794505
1,28,2025,25647816.775200002,1258791243,20.37495646543833,0.8021620360443071,20793.023610836073
1,29,2025,25670954.9081,1258791243,20.39333769666207,0.8028857051175857,20811.78200060146
1,30,2025,33177546.157700002,1258791243,26.356670609361718,1.0376621218905708,26897.474613656672
1,31,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,1,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,2,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,3,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,4,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,5,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,6,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,7,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,8,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,9,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,10,2025,33178673.6446,1258791243,26.357566299498,1.0376973852112363,26898.388682169327
2,11,2025,33547508.6422,1258791243,26.650573579021952,1.0492330818060942,27197.408083345617
2,12,2025,37407555.7475,1258791243,29.717044788418505,1.1699600533200367,30326.799224234117
2,13,2025,37407555.7475,1258791243,29.717044788418505,1.1699600533200367,30326.799224234117
2,14,2025,37407555.7475,1258791243,29.717044788418505,1.1699600533200367,30326.799224234117
2,15,2025,37706774.1147,1258791243,29.954747718800263,1.1793184176891665,30569.3795042056
2,16,2025,37707902.914,1258791243,29.955644451524037,1.1793537220565014,30570.29463669826
2,17,2025,37707902.914,1258791243,29.955644451524037,1.1793537220565014,30570.29463669826
2,18,2025,37707902.914,1258791243,29.955644451524037,1.1793537220565014,30570.29463669826
2,19,2025,37710388.586,1258791243,29.957619101422363,1.1794314640229986,30572.309803799537
2,20,2025,37710388.586,1258791243,29.957619101422363,1.1794314640229986,30572.309803799537
2,21,2025,37710388.586,1258791243,29.957619101422363,1.1794314640229986,30572.309803799537
2,22,2025,37724568.9601,1258791243,29.968884173513434,1.1798749699112239,30583.806020263346
2,23,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
2,24,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
2,25,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
2,26,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
2,27,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
2,28,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
3,1,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
3,2,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
3,3,2025,39423348.9692,1258791243,31.318416924513038,1.2330060743180784,31961.029397536833
3,4,2025,43582567.476100005,1258791243,34.62255375421293,1.3630899413033633,35332.96274276496
3,5,2025,43879347.3139,1258791243,34.85831948538587,1.3723720381396418,35573.56607476327
3,6,2025,43879347.3139,1258791243,34.85831948538587,1.3723720381396418,35573.56607476327
3,7,2025,43879347.3139,1258791243,34.85831948538587,1.3723720381396418,35573.56607476327
3,8,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,9,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,10,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,11,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,12,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,13,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,14,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,15,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,16,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,17,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,18,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,19,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,20,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,21,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,22,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,23,2025,43910240.0481,1258791243,34.88286107190532,1.3733382404009125,35598.61122216331
3,24,2025,50672230.298,1258791243,40.25467334618247,1.584826489639204,41080.645976028536
3,25,2025,50672230.298,1258791243,40.25467334618247,1.584826489639204,41080.645976028536
3,26,2025,50672230.298,1258791243,40.25467334618247,1.584826489639204,41080.645976028536
3,27,2025,115867707.5979,1258791243,92.04680143925978,3.623882572663658,93935.48000335782
3,28,2025,121987526.6089,1258791243,96.90846459828764,3.8152862512345846,98896.89805718647
3,29,2025,122086894.38780001,1258791243,96.98740364354443,3.8183940814463444,98977.45682719538
3,30,2025,122086894.38780001,1258791243,96.98740364354443,3.8183940814463444,98977.45682719538
3,31,2025,122086894.38780001,1258791243,96.98740364354443,3.8183940814463444,98977.45682719538
4,1,2025,123013155.1436,1258791243,97.72323713535717,3.847363846019012,99728.38864856442
4,2,2025,123013155.1436,1258791243,97.72323713535717,3.847363846019012,99728.38864856442
4,3,2025,123013155.1436,1258791243,97.72323713535717,3.847363846019012,99728.38864856442
4,4,2025,123013155.1436,1258791243,97.72323713535717,3.847363846019012,99728.38864856442
4,5,2025,141478334.3115,1258791243,112.39221364006582,4.424881451009392,114698.35314034596
4,6,2025,141478398.4575,1258791243,112.3922645984756,4.424883457241985,114698.4051443549
4,7,2025,141478398.4575,1258791243,112.3922645984756,4.424883457241985,114698.4051443549
